company_name,profile_url,company_website_url,location,tags,founding_date,founders,employee_range,urls,emails,phones,description_short,description
AOS Mobile,https://e27.co/startups/aos-mobile/,http://www.aosmobile.com/,Japan,Mobile,,,,https://www.facebook.com/aosmobile,startups@e27.co,,Smart life and smart work are realized together.,"CORPORATE PHILOSOPHY
Smart life and smart work are realized together.

CORPORATE POLICY	
Contribute to society through work efficiency application development & platform services.

BUSINESS CONTENT
B2B Mobile Communication Application Development & Service:

　AOSSMS - Management of interactive SMS platform for corporate users.

　InCircle - corporate chat application development service"
WeSmart,https://e27.co/startups/wesmart/,http://www.wesmart.com/,China,"Big Data, Internet of Things",,,,"https://www.linkedin.com/company/wesmart, https://twitter.com/_WeSmart, https://www.facebook.com/wesmartchallenge",startups@e27.co,,"WeSmart is a collaborative IoT data platform. They collect data from smart meters, connect devices and engages the users with the data.","WeSmart is a collaborative IoT data platform. They collect data from smart meters, connect devices and engages the users with the data. From electricity consumption data to air quality, they analyse all your data. Controlling energy usage has never been that easy! Follow your usage on all your mobile devices and receive an easy-to-understand energy report.

Their solution is already used by Fortune 500 companies and thousands of users over the world, helping reduce the energy bills and improving company's performance."
Unipro Tech Solutions Pvt Ltd,https://e27.co/startups/unipro-tech-solutions-pvt-ltd/,https://uniprotech.co.in,,,,,,"https://www.linkedin.com/company/unipro-tech-solutions-p-ltd, https://twitter.com/uniprotechsolu, https://www.facebook.com/uniprotechsolut",info@uniprotech.co.in,,"Leading system integration service provider in the field of AIDC Bar Coding, RFID, Wireless & Mobile Computing technologies.","Unipro Tech Solutions (P) Ltd is a leading System Integration Service Provider in the field of AIDC ( Auto identification & data capture) Bar Coding, RFID, Wireless and Mobile Computing technologies. Leading systems integrator & solution provider in Auto ID technologies (Barcode, Mobile computing, RFID, EAS & labeling solutions) to aid organizations efficiently move goods and information across the supply chain and improve business productivity, and profits. We develop user specific solutions for Warehouse & Inventory Management, Point of Sale, Work–in- Process Tracking, Shipping & Distribution, Sales Force Automation and Transportation and integrate them with ERP's (SAP, Baan, Oracle) or custom applications."
Crazy262,https://e27.co/startups/crazy262/,http://www.crazy262.net/,China,"Entertainment, Information & Communications Technology",,,,,startups@e27.co,,Crazy262 ia a Beijing-based video content creator which is also also known as Guangsushiguang Network and Technology Ltd.,"Crazy262 ia a Beijing-based video content creator which is also also known as Guangsushiguang Network and Technology Ltd.

Founded in early 2015, their programs have a strong following among male viewers between 18 to 30 years of age on Tencent Video, Youku Tudou, Sohu Video, iQiyi, Fenghuang, LeTV, and Xiaomi TV."
MobilWow,https://e27.co/startups/mobilwow/,http://www.mobilwow.com/,Indonesia,"Automotive, Advertising, Information & Communications Technology",,,,"https://www.linkedin.com/company/pt-mobilwow, https://twitter.com/mobilwow, https://www.facebook.com/Mobilwow/",startups@e27.co ,,MobilWow is a fan community and car online market in Indonesia.,"MobilWow is a fan community and car online market in Indonesia.

mobilwow.com initiated in November 2012 by its owner, PT Mobilwow. His site was opened in April 2013. In the past three years, has managed to become one of the sites most visited by prospective car buyers where they can read news, tips, car reviews, compare prices and contact directly the dealers who advertise to buy a car dreams. Through social media, Wownitas, car lovers can join a variety of cars in the Indonesian community to share and communicate with fellow members. As of September 2015, Wownitas members had exceeded 43,000. mobilwow.com also has other communication lines in helping network of dealers getting prospective car buyers, including via Twitter and Facebook, which has more than 360,000 fans."
Pacific Frase,https://e27.co/startups/pacific-frase/,https://www.pacificfrase.com/,Malaysia,"Enterprise Solution, Agency & Consulting",,,,"https://twitter.com/pacificfrase, https://www.facebook.com/pg/pacificfrase/",info@pacificfrase.com,,"Pacific Frase is made up of an experienced team of developers, strategy professionals, marketers, project managers, communication specialists, and business developers with dynamic expertise.","Pacific Frase is made up of an experienced team of developers, strategy professionals, marketers, project managers, communication specialists, and business developers with dynamic expertise. This team works together in a collaborative effort to deliver an outstanding service to clients from diverse environments.

The result-oriented team has a creative culture that promotes dedication, insight and productivity. Our primary focus is to meet client goals in a professional and marketable manner. We strive to promote innovation, growth and brand loyalty. Our solutions are designed to generate outstanding results."
Voopee,https://e27.co/startups/voopee/,http://www.voopee.com/,Malaysia,"Enterprise Solution, Mobile",,,,https://www.facebook.com/voopeeXOX,startups@e27.co,,Voopee is a SIM-FREE that provides you an actual second mobile number on your existing smartphone without the need of an additional SIM card or phone,Voopee is a SIM-FREE that provides you an actual second mobile number on your existing smartphone without the need of an additional SIM card or phone
YONK,https://e27.co/startups/yonk/,https://www.yonk.io,Indonesia,"Artificial Intelligence, Blockchain, E-commerce, Enterprise Solution, Finance, Software as a Service",2016-04-01,,,"https://www.linkedin.com/company/yonk, https://twitter.com/yonkio, https://www.facebook.com/yonk.io.cash",leogzl@yonk.io,,YONK is a mobile application for SME to manage thier cash flow with direct integration to the Banks & Taxes.,"YONK is the cash management solution for Small and Medium Enterprises to have cash flow worry free.

SUSTAINABLE CASH FLOW
YONK is a mobile application to help the Small & Medium Enterprise in Indonesia to have a cash flow worry free.

WHY ENTREPRENEURS CHOOSE YONK
Realtime Financial Report

Access to your corporate financial report 24/7. Manage your sales, purchases & expenses hassle free. In collaboration with VIE, YONK provides a state-of-art cash flow management for Small & Medium Enterprise.
Cash Flow Worry Free

Negative cash flow is nightmare. Get cash flow prediction for free and direct access to lenders if necessary. YONK provides automated lending application with smart payment to reduce the transaction charges.
Seamless Integration to Banks & Taxes
Your money is always safe. Say no to complex tax calculation and report. YONK provide automated tax payment and access to bank seamlessly. You can manage all your bank accounts and tax accounts in one application."
ShineEdge Technologies Pvt.Ltd.,https://e27.co/startups/shineedge-technologies-pvt-ltd/,http://shineedge.in/,India,"Advertising, E-commerce, Information & Communications Technology",,,,"https://twitter.com/Shineedge_Tech, https://www.facebook.com/shine.edge.technologies",info@shineedge.in ,,"We, at ShineEdge provides the best SEO, Web Development, Website Designing, Content Writing and optimization, Android app development, Email Marketing, portal development. So just contact us to hire.",
Tips,https://e27.co/startups/tips/,http://tips.com,United States of America,,,,,,info@tips.com,,Tips to get online help.,
Cary.vn  ,https://e27.co/startups/cary-vn/,http://www.cary.vn/,Vietnam,"Consumer, E-commerce, Retail, Information & Communications Technology",,,,"https://twitter.com/CaryVn, https://www.facebook.com/cary.vn",startups@e27.co ,,"CARY.VN  built with the desire to become a shopping center online footwear No.1 Vietnam,  where you can easily choose the right shoes for the best price with just one click!","Cary.vn shop specializes in providing many kinds of shoes. CARY.VN is an online shoe shopping in Vietnam!

Buying shoes online (buy shoes online)  brings diverse choice and convenience for all consumers.  However, the majority of Vietnam they have yet to enjoy the benefits.

CARY.VN  built with the desire to become a shopping center online footwear No.1 Vietnam,  where you can easily choose the right shoes for the best price with just one click!

Surely you will love the experience  buy shoes online  at CARY.VN
CARY.VN - Buy shoes online easy, convenient and economical!"
Mathspace,https://e27.co/startups/mathspace/,https://mathspace.com.au/,Australia,"Education, Software as a Service, Information & Communications Technology",,,,"https://twitter.com/mathspace, https://www.facebook.com/learnmaths",mjebara@mathspace.com.au,,Mathspace is a quantum leap forward in rethinking mathematics learning for the 21st century.,"Mathspace has arrived on Android - your favourite online Maths textbook, workbook and mark book just got better.

Mathspace is a quantum leap forward in rethinking mathematics learning for the 21st century

Mathspace is the first computer based system that allows students to complete full worked solutions to problems online and receive instant feedback and help at every step.
Why would anyone carry a Maths textbook when Mathspace has a bank of over 20,000 interactive questions covering everything from addition to algebra, geometry to graphing, probability to statistics. Mathspace is currently aligned with both the Australian Curriculum and UK Curriculum (US Common Core coming soon)."
InvestaCrowd ,https://e27.co/startups/investacrowd/,http://www.investacrowd.com,Singapore,"Finance, Real Estate, Information & Communications Technology",2015-01-01,,,"https://www.linkedin.com/company/investacrowd, https://www.facebook.com/InvestaCrowd-1431593553811252/?ref=hl",support@investacrowd.com,,"InvestaCrowd is a real estate crowdfinancing platform. They use their unique contacts and experience, coupled with the power of the internet and their technology.","InvestaCrowd is a real estate crowdfinancing platform. They use their unique contacts and experience, coupled with the power of the internet and their technology, to bring exclusive investment opportunities to their members. They only list developers with proven track records, whereby their members can co-invest alongside reputable developers and sponsors who offer safe structures with sensible and strong returns within a reasonable investment timeframe."
SayShaadi ,https://e27.co/startups/sayshaadi/,http://www.sayshaadi.com/,India,"Education, Media, Enterprise Solution, Information & Communications Technology",2013-06-01,,,"https://www.linkedin.com/company/sayshaadi-com, https://twitter.com/SayShaadi, https://www.facebook.com/SayShaadi",startups@e27.co ,,SayShaadi aims at creating a one-stop elegant portal to help the to-be-weds at each step of their dream wedding.,"SayShaadi aims at creating an elegant one-stop premium online solution for Indian weddings, a wedding planning website that will change the way they plan weddings. Leveraging the best in web technology, it helps the to-be-wed couples and their parents to easily and efficiently manage everything leading up to their big day. It can also be called as a wedding professional network which connects millions of to-be-weds, parents and wedding professionals across the country and around the world. 

The bride and groom are either swarmed with ideas about caterers, photography, venues and flowers or on the other hand are just clueless on what to do. This is where they come in. Their visual inspiration showcase helps you discover wedding ideas & trends, choose the right vendors to hire, the must-have things to buy and also help you save money by offering exclusive best offers and events. With a stunning and superior browsing experience combined with intuitive yet powerful tools, SayShaadi makes wedding planning a breeze. 

SayShaadi truly is the country's first one-stop destination for all things Shaadi! They have everything you need in one place to help you plan this joyous occasion and they are darn excited to help you and to be a part of one of the biggest and brightest moments of your life. Let them make it extra special. It's time to Say Shaadi!

SayShaadi was founded to solve the big problem in the unorganized Indian wedding industry today via web technology. "
Retchat,https://e27.co/startups/retchat/,http://www.retchat.com,Taiwan,Big Data,2015-01-01,,,,,,RETChat Empowers Your Intelligent Customer Engagement Management,RETChat Empowers Your Intelligent Customer Engagement Management
RM Genetics,https://e27.co/startups/rm-genetics/,https://www.rmgenetics.com/,United States of America,,,,,,rmgenetics1@gmail.com,,"We offer wide-ranging #pgx testing, #Cancer Testing, #dna diagnostics, #home DNA kits."," We offer wide-ranging #pgx testing, #Cancer Testing, #dna diagnostics, #home DNA kits and dedicated to providing our customers with clear, comprehensive reporting, #covering toxicology, #cancer genomics, and #pharmacogenomics.
At #RM Genetics, we’re dedicated to providing our customers with clear, comprehensive reporting, #covering toxicology, #cancer genomics, and pharmacogenomics. We offer fast turnarounds to give you the results you need, exactly when you need them. Our reports are in-depth, but always easy to understand, and our experts are on hand with outstanding customer service at all times. We’re here to help you every step of the way!
"
Zhen Ding Technology,https://e27.co/startups/zhen-ding-technology/,http://www.zdtco.com/,India,"Hardware, Manufacturing",,,,,startups@e27.co,,Zhen Ding Technology is specialized in manufacturing Flexible Printed Circuit.,Zhen Ding Technology is specialized in manufacturing Flexible Printed Circuit.
CrowdRadar,https://e27.co/startups/crowdradar/,http://www.crowdradar.sg,Singapore,"Big Data, Advertising, Software as a Service",,,,"https://www.linkedin.com/company/crowdradar, https://twitter.com/Crowdradar_SG",support@crowdradar.sg ,,CrowdRadar is an analytics platform that integrates multiple sources of data to understand ‘crowdiness’ in cities. ,"CrowdRadar is a Data Analytics & Marketing Services Firm.  

As the world becomes increasingly urbanized so our cities are becoming ever more crowded, creating problems for both businesses and individuals alike.

They’ve created proprietary technology that offers unique solutions to help individuals or businesses better manage crowd problems.

They create compelling Apps that target crowd-induced pain points to create large user networks – think avoiding congestion on the train, or not standing in line for the bank or knowing which coffee shop will serve you first.

They take the data sourced from these Apps and enrich it with other data sources to generate powerful insights. These are sold to companies as either data analytics or as instantly actionable marketing services, through the ability to target customers with location, time and context specific offers and promotions."
MallSini,https://e27.co/startups/mallsini/,http://www.mallsini.com,Indonesia,"Consumer, Big Data, Media",2016-09-01,,,"https://www.linkedin.com/company/13232369/, https://www.facebook.com/mallsini/",info@mallsini.com,,MallSini aggregates all Mall information into one app. We extend the outreach of Malls beyond their local mall-goers and provide benefits to customer by utilizing coupon & loyalty program.,"In Asia, Malls are a destination for almost all activities. MallSini aggregates all Mall information into one app. We extend the outreach of Malls beyond their local mall-goers and provide a unique value proposition that centralizes the content and marketing of anything and everything to do with Malls then curate it to be a digital marketplace. By understanding Mall-goers behaviors, profiles, and preferences via our platform, we can deliver successful Mall and tenant strategy."
Lavie Jewelz,https://e27.co/startups/lavie-jewelz/,https://www.laviejewelz.com/,United States of America,,,,,,laviejewelzinc@gmail.com,,"Lavie Jewelz are among the Top Silver Jewelry Manufacturers & Exporters, which offers Wholesale Sterling Silver Jewelry, Gemstone Rings, Earrings, Pendants at best rate with worldwide free shipping",
Transweb Educational Services,https://e27.co/startups/transweb-educational-services/,http://www.transwebtutors.com/,India,Education,,,,https://www.facebook.com/TransWebTutors,startups@e27.co,,TransWebTutors.com is the world leader with regard to online & collaborative learning processes and learning enhancement and educational services.,"TransWebTutors.com is the world leader with regard to online & collaborative learning processes and learning enhancement and educational services 

Founded by a group of ex-IITians (Indian Institute Of Technology), TransWebTutors.com has a team which is unparalleled and the best. It comprises academicians, professors, college teachers who have wide experience of teaching students, assessing them, authoring books and setting standards in schools and colleges across the world. "
Hanako,https://e27.co/startups/hanako/,https://www.hanako-health.com/en/,Singapore,,,,,"https://www.linkedin.com/company/hanako-gmbh/, https://www.facebook.com/hanakohealth",,,Hanako is a leading provider of preventive healthcare services from Munich offering mobile health checks and digital health analyses using state-of-the-art technology.,"Hanako is a leading provider of preventive healthcare services from Munich offering mobile health checks and digital health analyses using state-of-the-art technology. With these services, Hanako encourages people to make personal lifestyle improvements and builds the foundations for sustainable health management."
Logo Iconix | LogoIconix,https://e27.co/startups/logo-iconix-logoiconix/,https://www.logoiconix.com/,United States of America,,,,,,markxcooper86@yahoo.com,,Our team of expert logo designers at Logo Iconix ensures that the client’s requirements are carried out wisely and the logo they create surely stands out in the industry,"Logo Iconix is one of the industry’s most leading agency that focus on building the trust of the clients with the quality of work that they serve for the clients. At LogoIconix we not only manage to provide the logo designing services, but in fact there are distinct teams at LogoIconix that provides web designing, brand development, mobile app development, 2D & 3D illustration, video animation, SEO, digital marketing, and so many other digital solutions that one might look out for. If you are in search of any of these fine services, then collaborate with Logo Iconix today!"
esya innovations,https://e27.co/startups/esya-innovations/,http://esyainnovations.com,India,,,,,,esyaseo@gmail.com,,"we offers web design services , web development, graphic design services & seo services. contact us for more details.",
Ragpicker,https://e27.co/startups/ragpicker/,http://ragpicker.in/home,India,"Energy, Software as a Service",,,,https://www.facebook.com/ragpickerify#,startups@e27.co,,Ragpicker is the world’s first curated web discovery portal showcasing waste management products and services.,"Ragpicker is the world’s first curated web discovery portal showcasing waste management products and services.

Ragpicker is the world’s first curated web discovery portal showcasing waste management products and services. 

Our objective is to make information pertaining to waste management - relevant, reliable, accessible, inclusive and transparent"
VeXeRe,https://e27.co/startups/vexere-com/,http://vexere.com/,Vietnam,"E-commerce, Enterprise Solution, Information & Communications Technology, Transportation, Travel",2013-01-01,,,"https://www.linkedin.com/company/3531817?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A3531817%2Cidx%3A1-1-1%2CtarId%3A1441097694749%2Ctas%3AVeXeRe.Com, https://twitter.com/vexere, http://www.facebook.com/Vexere",bqt@vexere.com ,,VeXeRe.com is a Vietnamese online bus ticket booking system that operates through many transportation companies.,"VeXeRe.com is a Vietnamese online bus ticket booking system that operates through many transportation companies.

The system enables its users to find out and compare information about fares, schedules, phone numbers, and addresses.

VeXeRe is currently the largest online bus ticketing system in Vietnam with network of more than 1000 bus operators. You can easily search for ticket prices, schedule, address, phone and reviews of all bus operators to anywhere in Vietnam. 

VeXeRe.com was founded in 2013."
Digital Infoware,https://e27.co/startups/digital-infoware/,http://www.digitalinfoware.co.in/,India,"Mobile, Agency & Consulting, Information & Communications Technology",2010-01-01,,,"http://in.linkedin.com/pub/digital-infoware/2b/b3a/842, https://twitter.com/digitalinfoware, https://www.facebook.com/DigitalInfowarePvtLtd",digitalinfoware@yahoo.in,,"Digital Infoware, launched under the flagship of Fusion Informatics, is a top notch mobile applications development company that delivers cutting edge solutions to clients across the world.","Digital Infoware, launched under the flagship of Fusion Informatics, is a top notch mobile applications development company that delivers cutting edge solutions to clients across the world. Based in India, it has set benchmarks in areas of tailor made mobile, smart phone and tablet based apps development services. Digital Infoware, armed with a team of experienced and expert developers, offers end-to-end mobile applications development services for various platforms including Android, iPhone, Blackberry, Windows Mobile, J2ME mobile and iPad devices."
"Pack Queen,adelaide",https://e27.co/startups/pack-queen-adelaide/,http://www.packqueen.com.au/boxes-packaging-adelaide,Australia,,,,,,info@packqueen.com.au,,"We don’t just sell the box, we help you sell YOUR product. We make packaging simple & easy by providing you with over thousands of quality products at fair and affordable prices,You can always trust.",
Efir.io,https://e27.co/startups/efir-io/,https://efir.io/ru,Russia,,,,,,manager@efir.io,,Efir is a successful international p2p marketplace that connects players of bloggers native advertising market with IT-startups. ,
Blogapalooza Inc.,https://e27.co/startups/blogapalooza-inc/,http://www.blogapalooza.ph,Philippines,"Advertising, Media, PR & Communications, Platform",2015-06-01,Francis Simisim,,"https://twitter.com/Blogapalooza, http://www.facebook.com/blogapalooza",hazel.bernadette@hotmail.com,,Blogapalooza is the Philippines' premier influencer marketing company.,"Blogapalooza is the Philippines' premier influencer marketing company.

They connect Businesses and Bloggers directly, helping Businesses to lower their costs and increase their profit with the help of rich content from Bloggers. They organize events that stimulate interaction and publicity for Businesses, and features for Bloggers. They connect Businesses and Bloggers directly, helping Businesses to lower their costs and increase their profit with the help of rich content from Bloggers."
Data Resolve,https://e27.co/startups/data-resolve/,http://www.dataresolve.com/,India,"Cybersecurity, Big Data, Software as a Service",,,,"https://www.linkedin.com/company/dataresolve-technologies, https://twitter.com/dataresolve, https://www.facebook.com/Data.Resolve",startups@e27.co ,,"Started by IIT Kharagpur alumni, an emerging player in the area of Cyber Security and Cyber Intelligence","Started by IIT Kharagpur alumni, an emerging player in the area of Cyber Security and Cyber Intelligence.

Started by IIT Kharagpur alumni, Data Resolve Technologies is an emerging player in the area of Cyber Security and Cyber Intelligence and helps businesses secure their data from theft & loss along with business risk mitigation through security analytics of their award winning product - inDefend Business. 

Data Resolve has thousands of footprints in their customers' network in dozens of countries and is highly recommended for all enterprises to assess the risk of their business through Cyber Intelligence and achieve global standard of data security. 

The company has won several accolades and prizes including an accolade of excellence in technology by Zee Business and Top 10 product startups from India in Pluggedin, Bangalore. 

""The Game Changers"" - A national best seller published by Random House Publishing have covered the story of Data Resolve under top 20 extraordinary success stories from Indian Institute of Technology, Kharagpur. 

The core idea behind Data Resolve’s technology is to find out actionable business intelligence report by monitoring the exit routes of information from a computer like USB ports, CD-DVD drive, email, chat clients etc and secure the loss and theft of critical business data through customized access policies. 

The company is currently headquartered in New Delhi and has direct sales presence in Mumbai and Kolkata."
Roanuz,https://e27.co/startups/roanuz/,http://roanuz.com,India,"Artificial Intelligence, Gaming, Software as a Service, Sports",,Anto Binish Kaspar,,"https://www.linkedin.com/company/roanuz/, https://twitter.com/theroanuz, https://www.facebook.com/roanuz/",,,"Creating Intelligence(Artificially)  
Making applications and services using practical artificial intelligence. 
Developing in-house AI framework, using a completely out-of-box technique.","Roanuz was conceptualized, formed and bootstrapped by Anto Binish Kaspar (Founder & CEO) with a dream to make a huge global impact on A.I and Sports Tech. Very soon the team realised cricket is far away from the latest tech, and they worked towards the same through their platform to bring in new innovative possibilities and avenues for the game enthusiast. They realised Cricket Dataset quality and availability wasn't good as other sports like Soccer. So the team believed, Cricket API will bring state-of-art tech into Cricket data & faster delivery.
Roanuz currently operates through its three offices; two in India - Chennai and Trivandrum, and the third in Iceland – Reykjavik. In April 2017, Icelandic company 8H EHF merged with Roanuz to form a new branch in Iceland by the name Roanuz EHF. The team behind this innovative startup stands at 34 currently and is continually expanding its force and reach to touch as many lives of its customers and offer its platform."
gofreeads,https://e27.co/startups/gofreeads/,http://www.gofreeads.com/,India,"E-commerce, Advertising, Information & Communications Technology",2012-06-01,,,"http://www.linkedin.com/company/gofreeads, https://twitter.com/gofreeads, https://www.facebook.com/Gofreeads/info?ref=stream",snishapattar@gmail.com,,"Gofreeads is a City based free ads posting site in India that helps Customers in Buying & selling products and service online in a faster, simpler and easier way. ","Gofreeads is a City based free ads posting site in India that helps Customers in Buying & selling products and service online in a faster, simpler and easier way. Post free classified ads for buy or sell or Real estate, Rent a Property, furniture, Home appliance. Post free ads on Rent a car, Hotels, Holiday Packages, Travel & Hotel Deals, Travel and Tour Packages. Find local classified advertisement ads find educational institute, counclers, Tutor or Tuition & coaching classes in your city, Jobs, Matrimonial, Cars & Bikes, watches & jewellery designers shops, Pets etc."
Innefu Labs,https://e27.co/startups/innefu-labs/,http://www.innefu.com/,India,"Enterprise Solution, Cybersecurity, Agency & Consulting",2011,,,"https://twitter.com/Innefu_labs, https://www.facebook.com/Innefu-labs-629333593781352",info@innefu.com,,INNEFU is a research oriented Information Security consulting group specializing in meeting the Information Security needs of the consumer via specialized products and services.,"INNEFU is a research oriented Information Security consulting group specializing in meeting the Information Security needs of the consumer via specialized products and services.

They offer a complete gamut of Information Security services under one roof which includes their patented and patent pending products:

Information Security Products and Services
AuthShield – Two Factor Authentication
Internet Interception & Monitoring System
Tactical Internet Monitoring System
Link Analysis

Their products including Tactical Internet interception and Monitoring System have been used by Law Enforcement Agencies to investigate hacking attacks while their Two Factor Authentication system ensures secure and failsafe online/credit card transactions by creating a dynamic password every time the user wishes to log in."
Afford Buy,https://e27.co/startups/afford-buy/,http://www.affordbuy.com/,India,E-commerce,,,,"https://www.linkedin.com/company/affordbuy, https://twitter.com/affordbuy, https://www.facebook.com/affordbuy",startups@e27.co,,AffordBuy is an eCommerce marketplace where you get what you need at a jaw dropping price and heavy discounts.,"AffordBuy is an eCommerce marketplace where you get what you need at a jaw dropping price and heavy discounts. This is like your very own personal shopping arena where we make the products available after analysing your taste and style. Shoppers can find anything to everything including Apparels for Men, Women and Kids to household items, from shoes for every member of your family to toiletries; and all these are made available at great prices. "
Wirex Pte. Ltd.,https://e27.co/startups/wirex-pte-ltd/,https://wirex.sg,Singapore,,,,,,kevin.newman@wirexapp.com,,"A global, multi-currency Visa travel card allowing top-up with and exchange of your bitcoin and other digital assets",
Invenbot Pte. Ltd.,https://e27.co/startups/invenbot-pte-ltd/,http://www.invenbot.com,Singapore,"Hardware, Agency & Consulting, Design , Energy, Manufacturing, Robotics",2016-08-01,,,,Invenbot@gmail.com,,Engineering & Technology Outsourcing and Prototyping Company in Singapore,
Retail 118,https://e27.co/startups/retail-118/,http://retail118.com/,Malaysia,E-commerce,,,,,startups@e27.co,,"Retail 118 operates as an online wholesale city that connects suppliers (factory, distributors, wholesalers) and buyers (retailers and resellers) to perform trading with secure and easy way.","Retail 118 operates as an online wholesale city that connects suppliers (factory, distributors, wholesalers) and buyers (retailers and resellers) to perform trading with secure and easy way."
Mypt3,https://e27.co/startups/mypt3/,https://mypt3.com,Malaysia,"Advertising, Education, Media",2011-01-01,,,,mypt3.com@gmail.com,,"Mypt3 is the largest education portal in Malaysia. 

We receive more than 500,000 visitors every month who love to check our education, finance article in our website.",
Eazykaam Services,https://e27.co/startups/eazykaam-services/,http://www.eazykaam.com,India,"Consumer, Logistics/Supply Chain, Mobile",2015-08-01,,,"http://www.linked.co.in/eazykaam, https://twitter.com/eazykaam, http://www.facebook.com/eazykaam",eazykaam@gmail.com,,"eazykaam is a unique emergency pickup and delivery service in Bengaluru. It helps in your errand works like food , cakes, products, documents pickup and delivered in the city on the same day.","Todays fast paced world thrives the time away from their daily lifestyle. To extend the timezone without any hassle in the eazyway they introduce eazykaam Lifestyle services . They provide simple lifestyle services in your daily life which are necessary for you but you unable to do.  They  provide  door to door pickup and delivery service in the same city. They try to solve your local errands from day to day life. They are here for your emergency express delivery.

eazykaam is a unique emergency pickup and delivery service in bengaluru. It helps in your errand works like gifts , cakes, products, parcels ,documents pickup and delivered within the city on the #sameday and pan India. Busy individuals who don’t have time to run errands and homebound individuals such as seniors and those recovering from an accident or illness. They have express delivery facility for emergency customers. They value your time. 

They provide services for Ecommerce startups who required COD  services (cash on delivery ) from the user at nominal cost without any paper hassle and documentation. 

They have outreached their limits throughout pan india with 18000 Pin code locations.

# sameday pickup and delivery Express, sameday document, parcel courier delivery service, Cash on Delivery service, Lunchbox delivery service, dinner delivery service.

So hurry up try to avail the service at just a call away ..
7846045690"
Ynot Infosolutions,https://e27.co/startups/ynot-infosolutions/,http://www.ynotinfo.com/,India,Advertising,,,,"https://www.linkedin.com/company/ynot-infosolution, https://twitter.com/ynot_info",startups@e27.co,,"Ynot Infosolutions, considered as a leading branding company ( Web Development ) offering their client a broad range of branding services","Ynot Infosolutions, considered as a leading branding company ( Web Development ) offering their client a broad range of branding services.

Ynot Infosolutions was founded in 2012 with the vision of being a global leader providing strategic business solutions and services. Ours is a comprehensive sector providing services in website , software and application development. 

They also focus on digital marketing and  branding which is quite a prominent tool in current market scenario. 

The company is equipped with the best technical expertise and demonstrates high level of interest, commitment and creativity. Ynot Infosolutions is in every sense ""an apt doorway to raise your dreams"" and fullfill your vision."
Asia Art Connect,https://e27.co/startups/asia-art-connect/,http://www.asiaartconnect.com/,Burma,Agency & Consulting,2018-01-01,,,https://twitter.com/AsiaArtConnect1,,,"Asia Art Connect provides custom portrait, art consulting and paintings selling & rental service.","Asia Art Connect provides custom portrait, art consulting and paintings selling & rental service. They also provide service to those who want to be taught painting and drawing with art instructors. Additionally, they work with some of the top galleries and artists in Myanmar and throughout Asia and feature their work online in order to make it accessible to the international market. They also create personal branding and marketing for the artists and galleries. Asia Art Connect guarantees the artists and paintings from their marketplace. They are operating their services with some of the top hotels in Myanmar as well. Their unique service provides you a multiplicity of artworks, interior design and sourcing expertise for residential and office projects and serviced apartments and hotels."
Eruditus Executive Education,https://e27.co/startups/eruditus-executive-education/,http://www.eruditus.com/,India,Education,,,,"https://www.linkedin.com/company-beta/1543815/, https://twitter.com/EruditusExecEd, https://www.facebook.com/Eruditus-Executive-Education-127571350640061",meera.raman@eruditus.com,,"Eruditus, promoted by Alumni of INSEAD and other top business schools, delivers high quality executive education programmes to corporations and participants across the globe.","Eruditus, promoted by Alumni of INSEAD and other top business schools, delivers high quality executive education programmes to corporations and participants across the globe.  Eruditus collaborates with global business schools and renowned faculty in delivering these programmes.

With prior experience in the sphere of executive education globally, the team brings rich insights to our partners, corporates and participants.  Our value proposition comes in  structuring custom learning interventions, delivering open-enrollment programmes or helping global business schools in their outreach to untapped markets."
COR Index inc,https://e27.co/startups/cor-index-inc/,https://corindex.com/,United States of America,"Big Data, Blockchain, Finance",2018-08-01,,,https://twitter.com/CORIndex,info@corindex.com,,COR is an analytical platform studying cryptocurrency and blockchain project data. We provide information on an array of indicators based on data culled from blockchains and crypto markets.,
shopmaticGo,https://e27.co/startups/shopmaticgo/,https://goshopmatic.com/,India,,,,,,outbound@goshopmatic.com,,,
The Artling,https://e27.co/startups/the-artling/,http://www.theartling.com/,Singapore,"Agritech, Design , Information & Communications Technology",,,,"https://www.linkedin.com/company/the-artling, https://twitter.com/TheArtling, https://facebook.com/TAL.TheArtLing",contact@theartling.com,,The Artling showcases a curated collection of artists from around Asia and aims to showcase their artwork whilst making them more accessible to the market,"At The Artling, they are passionate about art and feel that there is a great deal of artistic talent in Asia. They work with some of the top galleries and artists in the region and feature their work online in order to make their work accessible to the international market.

They are an online gallery that features a curated collection of artworks, by a select group of emerging artists alongside artists who are much more established and exposed in the market. They also work with reputable art galleries to have part of their collections available for browsing and purchasing online.

What makes The Artling unique is that they also have interior design and sourcing expertise so if you are looking to specify for residential/office projects, serviced apartments/hotels , or would like to order in larger quantities, they can assist you with this, anywhere in the world!"
Priority Supplies Pty Ltd,https://e27.co/startups/priority-supplies-pty-ltd/,http://storemasta.com.au/,Australia,,,,,,aisha.adele15@gmail.com,,"STOREMASTA® provides innovative safe storage solutions for a wide range of applications in many industries within Australia, New Zealand and South East Asia.
",
